PrintDate,Date,N_ms,Th,Tm,Ts,T1SP,T1inT,TempT1,T1RelayState,T2SP,T2inT,TempT2,T2RelayState,T3SP,T3inT,TempT3,T3RelayState,T4SP,T4inT,TempT4,T4RelayState,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,143011,12,7,55,22.01,21.94,21.94,HTR,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,22.01,22.00,22.00,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,148503,12,8,0,22.01,22.00,22.00,CHL,22.01,22.06,22.06,HTR,22.01,22.06,22.06,CHL,22.01,22.00,22.00,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,154004,12,8,6,22.01,22.00,22.00,HTR,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,22.01,22.00,22.00,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,159495,12,8,11,22.01,22.00,22.00,HTR,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,22.01,22.00,22.00,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,164984,12,8,17,22.01,22.06,22.06,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,170477,12,8,22,22.01,22.06,22.06,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,175974,12,8,28,22.01,22.06,22.06,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,181468,12,8,33,22.01,22.06,22.06,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.06,22.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,186961,12,8,40,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,193345,12,8,45,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,198842,12,8,51,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,204336,12,8,56,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,209829,12,9,2,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.19,22.19,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,215325,12,9,7,22.01,22.12,22.12,CHL,22.01,22.12,22.12,CHL,22.01,22.19,22.19,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,220818,12,9,13,22.01,22.19,22.19,CHL,22.01,22.12,22.12,CHL,22.01,22.19,22.19,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,226311,12,9,18,22.01,22.19,22.19,CHL,22.01,22.12,22.12,CHL,22.01,22.19,22.19,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,231809,12,9,24,22.01,22.19,22.19,CHL,22.01,22.06,22.06,HTR,22.01,22.19,22.19,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,237300,12,9,29,22.01,22.19,22.19,CHL,22.01,22.12,22.12,CHL,22.01,22.19,22.19,CHL,22.01,22.19,22.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,242794,12,9,35,22.01,22.19,22.19,CHL,22.01,22.06,22.06,HTR,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,248288,12,9,41,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,254675,12,9,47,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,260169,12,9,52,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,265663,12,9,58,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,271161,12,10,3,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,276656,12,10,9,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,282149,12,10,14,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,287646,12,10,20,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,293141,12,10,25,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,298647,12,10,31,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,304145,12,10,36,22.01,22.19,22.19,CHL,22.01,22.06,22.06,CHL,22.01,22.19,22.19,CHL,22.01,22.25,22.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,309639,12,10,42,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.19,22.19,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,315394,12,10,47,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.19,22.19,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,320887,12,10,53,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,326385,12,10,58,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,331880,12,11,4,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,337374,12,11,9,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,342871,12,11,15,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,348365,12,11,20,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.19,22.19,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,353859,12,11,26,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.19,22.19,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,359357,12,11,31,23.01,22.19,22.19,HTR,23.01,22.06,22.06,HTR,23.01,22.19,22.19,HTR,23.01,22.25,22.25,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,364852,12,11,37,23.01,22.25,22.25,HTR,23.01,22.12,22.12,HTR,23.01,22.19,22.19,HTR,23.01,22.31,22.31,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,370344,12,11,43,23.01,22.25,22.25,HTR,23.01,22.12,22.12,HTR,23.01,22.19,22.19,HTR,23.01,22.31,22.31,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,376250,12,11,48,23.01,22.25,22.25,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,23.01,22.31,22.31,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,381743,12,11,54,23.01,22.25,22.25,HTR,23.01,22.12,22.12,HTR,23.01,22.25,22.25,HTR,23.01,22.37,22.37,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,387236,12,11,59,23.01,22.31,22.31,HTR,23.01,22.19,22.19,HTR,23.01,22.25,22.25,HTR,23.01,22.37,22.37,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,392730,12,12,5,23.01,22.31,22.31,HTR,23.01,22.19,22.19,HTR,23.01,22.31,22.31,HTR,23.01,22.37,22.37,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,398226,12,12,10,23.01,22.31,22.31,HTR,23.01,22.19,22.19,HTR,23.01,22.31,22.31,HTR,23.01,22.44,22.44,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,403720,12,12,16,23.01,22.37,22.37,HTR,23.01,22.25,22.25,HTR,23.01,22.31,22.31,HTR,23.01,22.44,22.44,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,409212,12,12,21,23.01,22.37,22.37,HTR,23.01,22.25,22.25,HTR,23.01,22.37,22.37,HTR,23.01,22.50,22.50,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,414709,12,12,27,23.01,22.44,22.44,HTR,23.01,22.25,22.25,HTR,23.01,22.37,22.37,HTR,23.01,22.50,22.50,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,420204,12,12,32,23.01,22.44,22.44,HTR,23.01,22.25,22.25,HTR,23.01,22.44,22.44,HTR,23.01,22.50,22.50,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,425698,12,12,38,23.01,22.50,22.50,HTR,23.01,22.31,22.31,HTR,23.01,22.44,22.44,HTR,23.01,22.56,22.56,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,431193,12,12,44,23.01,22.50,22.50,HTR,23.01,22.31,22.31,HTR,23.01,22.50,22.50,HTR,23.01,22.56,22.56,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,437257,12,12,49,23.01,22.56,22.56,HTR,23.01,22.31,22.31,HTR,23.01,22.50,22.50,HTR,23.01,22.62,22.62,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,442761,12,12,55,23.01,22.56,22.56,HTR,23.01,22.37,22.37,HTR,23.01,22.56,22.56,HTR,23.01,22.69,22.69,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,448249,12,13,0,23.01,22.62,22.62,HTR,23.01,22.37,22.37,HTR,23.01,22.56,22.56,HTR,23.01,22.69,22.69,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,453743,12,13,6,23.01,22.62,22.62,HTR,23.01,22.44,22.44,HTR,23.01,22.62,22.62,HTR,23.01,22.75,22.75,OFF,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,459233,12,13,11,23.01,22.69,22.69,HTR,23.01,22.44,22.44,HTR,23.01,22.62,22.62,HTR,23.01,22.75,22.75,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,464722,12,13,17,23.01,22.69,22.69,HTR,23.01,22.44,22.44,HTR,23.01,22.69,22.69,HTR,23.01,22.81,22.81,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,470217,12,13,22,23.01,22.75,22.75,OFF,23.01,22.50,22.50,HTR,23.01,22.69,22.69,HTR,23.01,22.81,22.81,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,475708,12,13,28,23.01,22.75,22.75,HTR,23.01,22.50,22.50,HTR,23.01,22.75,22.75,OFF,23.01,22.87,22.87,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,481201,12,13,33,23.01,22.81,22.81,CHL,23.01,22.56,22.56,HTR,23.01,22.75,22.75,HTR,23.01,22.87,22.87,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,486695,12,13,39,23.01,22.87,22.87,CHL,23.01,22.56,22.56,HTR,23.01,22.81,22.81,CHL,23.01,22.94,22.94,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,492189,12,13,45,23.01,22.87,22.87,HTR,23.01,22.62,22.62,HTR,23.01,22.87,22.87,CHL,23.01,22.94,22.94,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,498417,12,13,50,23.01,22.94,22.94,CHL,23.01,22.62,22.62,HTR,23.01,22.87,22.87,HTR,23.01,23.00,23.00,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,503913,12,13,56,23.01,22.94,22.94,HTR,23.01,22.62,22.62,HTR,23.01,22.94,22.94,CHL,23.01,23.00,23.00,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,509404,12,14,1,23.01,22.94,22.94,HTR,23.01,22.69,22.69,HTR,23.01,22.94,22.94,HTR,23.01,23.06,23.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,514893,12,14,7,23.01,23.00,23.00,CHL,23.01,22.69,22.69,HTR,23.01,23.00,23.00,CHL,23.01,23.06,23.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,520384,12,14,12,23.01,23.00,23.00,HTR,23.01,22.75,22.75,OFF,23.01,23.00,23.00,HTR,23.01,23.06,23.06,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,525876,12,14,18,23.01,23.06,23.06,CHL,23.01,22.75,22.75,HTR,23.01,23.00,23.00,HTR,23.01,23.12,23.12,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,531367,12,14,23,23.01,23.06,23.06,CHL,23.01,22.75,22.75,HTR,23.01,23.06,23.06,CHL,23.01,23.12,23.12,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,536860,12,14,29,23.01,23.06,23.06,CHL,23.01,22.81,22.81,CHL,23.01,23.06,23.06,CHL,23.01,23.12,23.12,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,542356,12,14,34,23.01,23.12,23.12,CHL,23.01,22.81,22.81,HTR,23.01,23.06,23.06,CHL,23.01,23.19,23.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,547849,12,14,40,23.01,23.12,23.12,CHL,23.01,22.87,22.87,CHL,23.01,23.12,23.12,CHL,23.01,23.19,23.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,553344,12,14,46,23.01,23.12,23.12,CHL,23.01,22.87,22.87,HTR,23.01,23.12,23.12,CHL,23.01,23.19,23.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,559744,12,14,52,23.01,23.12,23.12,CHL,23.01,22.87,22.87,HTR,23.01,23.12,23.12,CHL,23.01,23.19,23.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,565238,12,14,57,23.01,23.19,23.19,CHL,23.01,22.94,22.94,CHL,23.01,23.19,23.19,CHL,23.01,23.19,23.19,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,570733,12,15,3,23.01,23.19,23.19,CHL,23.01,22.94,22.94,HTR,23.01,23.19,23.19,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,576230,12,15,8,23.01,23.19,23.19,CHL,23.01,22.94,22.94,HTR,23.01,23.19,23.19,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,581722,12,15,14,23.01,23.19,23.19,CHL,23.01,22.94,22.94,HTR,23.01,23.19,23.19,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,587227,12,15,19,23.01,23.19,23.19,CHL,23.01,23.00,23.00,CHL,23.01,23.19,23.19,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,592885,12,15,25,23.01,23.19,23.19,CHL,23.01,23.00,23.00,HTR,23.01,23.19,23.19,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,598378,12,15,30,23.01,23.25,23.25,CHL,23.01,23.00,23.00,HTR,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,603873,12,15,36,23.01,23.19,23.19,HTR,23.01,23.06,23.06,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,609370,12,15,41,23.01,23.25,23.25,CHL,23.01,23.06,23.06,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,614864,12,15,48,23.01,23.25,23.25,CHL,23.01,23.06,23.06,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,621211,12,15,53,23.01,23.25,23.25,CHL,23.01,23.06,23.06,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,626708,12,15,59,23.01,23.25,23.25,CHL,23.01,23.06,23.06,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,632202,12,16,4,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,637696,12,16,10,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,643192,12,16,15,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,648686,12,16,21,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,654181,12,16,26,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,659676,12,16,32,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,665174,12,16,37,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,670668,12,16,42,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,676163,12,16,49,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,682515,12,16,54,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,688010,12,17,0,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,693504,12,17,5,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,699001,12,17,11,23.01,23.25,23.25,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,704497,12,17,16,23.01,23.19,23.19,HTR,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,709991,12,17,22,23.01,23.19,23.19,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,715486,12,17,27,23.01,23.19,23.19,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.25,23.25,CHL,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,720985,12,17,33,23.01,23.19,23.19,CHL,23.01,23.12,23.12,CHL,23.01,23.25,23.25,CHL,23.01,23.19,23.19,HTR,
2019-01-27_IUI_NickCBASS_ramp1_1-4,2019_January_27,726477,12,17,38,23.01,23.19,23.19,CHL,23.01,23.12,23.12,CHL,23.01,23.19,23.19,HTR,23.01,23.19,23.19,CHL,
