Tank,Temp,Date
AQUA_225_TEMPERATURE_2,26.9,2019-02-03 08:32:25
AQUA_225_TEMPERATURE_2,26.5,2019-02-03 09:13:50
AQUA_225_TEMPERATURE_2,26.5,2019-02-03 10:06:36
AQUA_225_TEMPERATURE_2,23,2019-02-03 13:17:28
AQUA_225_TEMPERATURE_2,22.5,2019-02-03 14:38:53
AQUA_225_TEMPERATURE_2,22.3,2019-02-03 15:20:24
AQUA_225_TEMPERATURE_2,21.8,2019-02-03 16:01:55
AQUA_225_TEMPERATURE_2,21.5,2019-02-03 16:43:26
AQUA_225_TEMPERATURE_2,21.1,2019-02-03 17:25:09
AQUA_225_TEMPERATURE_2,20.7,2019-02-03 18:06:49
AQUA_225_TEMPERATURE_2,20.3,2019-02-03 18:48:42
AQUA_225_TEMPERATURE_2,19.9,2019-02-03 19:30:36
AQUA_225_TEMPERATURE_2,19.6,2019-02-03 20:12:24
AQUA_225_TEMPERATURE_2,19.3,2019-02-03 20:54:24
AQUA_225_TEMPERATURE_2,19,2019-02-03 21:36:34
AQUA_225_TEMPERATURE_2,18.8,2019-02-03 22:18:45
AQUA_225_TEMPERATURE_2,18.3,2019-02-03 23:00:56
AQUA_225_TEMPERATURE_2,18.2,2019-02-03 23:43:01
AQUA_225_TEMPERATURE_2,18.1,2019-02-04 00:25:12
AQUA_225_TEMPERATURE_2,17.7,2019-02-04 01:07:17
AQUA_225_TEMPERATURE_2,17.6,2019-02-04 01:49:27
AQUA_225_TEMPERATURE_2,17.5,2019-02-04 02:31:38
AQUA_225_TEMPERATURE_2,17.7,2019-02-04 03:14:00
AQUA_225_TEMPERATURE_2,17.5,2019-02-04 03:56:17
AQUA_225_TEMPERATURE_2,17.4,2019-02-04 04:38:39
AQUA_225_TEMPERATURE_2,17.5,2019-02-04 05:21:07
AQUA_225_TEMPERATURE_2,17.3,2019-02-04 06:03:40
AQUA_225_TEMPERATURE_2,17.2,2019-02-04 06:46:10
AQUA_225_TEMPERATURE_2,17.8,2019-02-04 08:10:26
AQUA_225_TEMPERATURE_2,18.3,2019-02-04 08:51:45
AQUA_225_TEMPERATURE_2,19.1,2019-02-04 09:32:48
AQUA_225_TEMPERATURE_2,19.9,2019-02-04 10:13:51
AQUA_225_TEMPERATURE_2,20.5,2019-02-04 10:54:59
AQUA_225_TEMPERATURE_2,20.8,2019-02-04 11:36:18
AQUA_225_TEMPERATURE_2,21.3,2019-02-04 12:59:32
AQUA_225_TEMPERATURE_2,21.6,2019-02-04 13:40:57
AQUA_225_TEMPERATURE_2,22,2019-02-04 14:37:49
AQUA_226_TEMPERATURE_2,22.6,2019-01-18 11:49:23
AQUA_226_TEMPERATURE_2,23.7,2019-01-18 12:33:45
AQUA_226_TEMPERATURE_2,23.9,2019-01-18 13:16:52
AQUA_226_TEMPERATURE_2,24.2,2019-01-18 14:01:20
AQUA_226_TEMPERATURE_2,24.1,2019-01-18 14:46:10
AQUA_226_TEMPERATURE_2,23.7,2019-01-18 15:32:02
AQUA_226_TEMPERATURE_2,23.3,2019-01-18 16:16:52
AQUA_226_TEMPERATURE_2,23.2,2019-01-18 17:02:28
AQUA_226_TEMPERATURE_2,23.4,2019-01-18 17:46:21
AQUA_226_TEMPERATURE_2,23.2,2019-01-18 18:30:31
AQUA_226_TEMPERATURE_2,23.1,2019-01-18 20:05:07
AQUA_226_TEMPERATURE_2,23.2,2019-01-18 20:49:17
AQUA_226_TEMPERATURE_2,23.3,2019-01-18 21:33:16
AQUA_226_TEMPERATURE_2,23.1,2019-01-18 22:17:32
AQUA_226_TEMPERATURE_2,23.2,2019-01-18 23:01:48
AQUA_226_TEMPERATURE_2,23.1,2019-01-18 23:45:58
AQUA_226_TEMPERATURE_2,22.9,2019-01-19 01:13:22
AQUA_226_TEMPERATURE_2,23.1,2019-01-19 02:39:54
AQUA_226_TEMPERATURE_2,23,2019-01-19 03:23:07
AQUA_226_TEMPERATURE_2,22.8,2019-01-19 04:06:09
AQUA_226_TEMPERATURE_2,22.9,2019-01-19 04:49:05
AQUA_226_TEMPERATURE_2,23,2019-01-19 06:15:26
AQUA_226_TEMPERATURE_2,22.9,2019-01-19 06:58:45
AQUA_226_TEMPERATURE_2,22.7,2019-01-19 07:42:16
AQUA_226_TEMPERATURE_2,23.4,2019-01-19 09:06:14
AQUA_226_TEMPERATURE_2,24.6,2019-01-19 09:47:45
AQUA_226_TEMPERATURE_2,25.7,2019-01-19 10:32:30
AQUA_226_TEMPERATURE_2,26.4,2019-01-19 11:56:17
AQUA_226_TEMPERATURE_2,26.1,2019-01-19 12:38:34
AQUA_226_TEMPERATURE_2,26,2019-01-19 13:20:50
AQUA_226_TEMPERATURE_2,26.1,2019-01-19 14:03:06
AQUA_226_TEMPERATURE_2,26.2,2019-01-19 16:10:01
AQUA_226_TEMPERATURE_2,26.3,2019-01-19 16:52:35
AQUA_226_TEMPERATURE_2,26.5,2019-01-19 17:35:08
AQUA_226_TEMPERATURE_2,26.3,2019-01-19 18:17:53
AQUA_226_TEMPERATURE_2,26.7,2019-01-19 19:01:01
AQUA_226_TEMPERATURE_2,26.5,2019-01-19 19:44:14
AQUA_226_TEMPERATURE_2,26.4,2019-01-19 21:11:15
AQUA_226_TEMPERATURE_2,26.6,2019-01-19 21:54:34
AQUA_226_TEMPERATURE_2,26.7,2019-01-19 23:21:18
AQUA_226_TEMPERATURE_2,26.6,2019-01-20 00:04:54
AQUA_226_TEMPERATURE_2,26.4,2019-01-20 00:48:13
AQUA_226_TEMPERATURE_2,26.2,2019-01-20 02:14:57
AQUA_226_TEMPERATURE_2,26.3,2019-01-20 02:57:53
AQUA_226_TEMPERATURE_2,26.5,2019-01-20 03:40:32
AQUA_226_TEMPERATURE_2,26.6,2019-01-20 05:48:29
AQUA_226_TEMPERATURE_2,26.4,2019-01-20 06:31:03
AQUA_226_TEMPERATURE_2,26.7,2019-01-20 07:55:35
AQUA_226_TEMPERATURE_2,26.9,2019-01-20 08:37:07
AQUA_226_TEMPERATURE_2,27.7,2019-01-20 09:18:26
AQUA_226_TEMPERATURE_2,27.8,2019-01-20 09:59:31
AQUA_226_TEMPERATURE_2,27.9,2019-01-20 10:40:33
AQUA_226_TEMPERATURE_2,27.5,2019-01-20 11:21:41
AQUA_226_TEMPERATURE_2,27.6,2019-01-20 12:02:44
AQUA_226_TEMPERATURE_2,27.4,2019-01-20 12:43:52
AQUA_226_TEMPERATURE_2,27.1,2019-01-20 13:24:49
AQUA_226_TEMPERATURE_2,27.2,2019-01-20 14:04:32
AQUA_226_TEMPERATURE_2,27,2019-01-20 15:25:34
AQUA_226_TEMPERATURE_2,27.3,2019-01-20 16:06:37
AQUA_226_TEMPERATURE_2,27.4,2019-01-20 16:48:10
AQUA_226_TEMPERATURE_2,27.1,2019-01-20 18:10:14
AQUA_226_TEMPERATURE_2,26.9,2019-01-20 20:14:24
AQUA_226_TEMPERATURE_2,27.2,2019-01-20 20:56:01
AQUA_226_TEMPERATURE_2,27.3,2019-01-20 21:37:49
AQUA_226_TEMPERATURE_2,27.1,2019-01-20 22:19:43
AQUA_226_TEMPERATURE_2,27.3,2019-01-20 23:43:53
AQUA_226_TEMPERATURE_2,27.4,2019-01-21 00:26:04
AQUA_226_TEMPERATURE_2,27.2,2019-01-21 01:08:15
AQUA_226_TEMPERATURE_2,27.7,2019-01-21 02:32:31
AQUA_226_TEMPERATURE_2,27.4,2019-01-21 03:14:30
AQUA_226_TEMPERATURE_2,27.1,2019-01-21 05:20:34
AQUA_226_TEMPERATURE_2,27,2019-01-21 06:02:28
AQUA_226_TEMPERATURE_2,26.8,2019-01-21 06:44:21
AQUA_226_TEMPERATURE_2,26.6,2019-01-21 07:26:15
AQUA_226_TEMPERATURE_2,26.5,2019-01-21 08:08:14
AQUA_226_TEMPERATURE_2,26.9,2019-01-21 08:50:02
AQUA_226_TEMPERATURE_2,27.7,2019-01-21 12:41:19
AQUA_226_TEMPERATURE_2,28.1,2019-01-21 14:52:07
AQUA_226_TEMPERATURE_2,28.2,2019-01-21 15:33:38
AQUA_226_TEMPERATURE_2,28.3,2019-01-21 16:15:15
AQUA_226_TEMPERATURE_2,28.6,2019-01-21 16:56:52
AQUA_226_TEMPERATURE_2,28.7,2019-01-21 17:38:34
AQUA_226_TEMPERATURE_2,28.6,2019-01-21 18:20:22
AQUA_226_TEMPERATURE_2,28.7,2019-01-21 19:02:10
AQUA_226_TEMPERATURE_2,28.6,2019-01-21 19:44:04
AQUA_226_TEMPERATURE_2,28.2,2019-01-21 20:25:51
AQUA_226_TEMPERATURE_2,27.9,2019-01-21 21:07:40
AQUA_226_TEMPERATURE_2,27.6,2019-01-21 21:49:22
AQUA_226_TEMPERATURE_2,27.4,2019-01-21 23:13:26
AQUA_226_TEMPERATURE_2,27.5,2019-01-22 02:02:21
AQUA_226_TEMPERATURE_2,27.6,2019-01-22 02:44:15
AQUA_226_TEMPERATURE_2,27.4,2019-01-22 03:26:03
AQUA_226_TEMPERATURE_2,27.3,2019-01-22 04:07:50
AQUA_226_TEMPERATURE_2,27.6,2019-01-22 04:49:38
AQUA_226_TEMPERATURE_2,27.7,2019-01-22 06:13:37
AQUA_226_TEMPERATURE_2,27.5,2019-01-22 07:07:21
AQUA_226_TEMPERATURE_2,27.6,2019-01-22 10:11:02
AQUA_226_TEMPERATURE_2,27,2019-01-22 10:51:54
AQUA_226_TEMPERATURE_2,26.9,2019-01-22 11:32:45
AQUA_226_TEMPERATURE_2,26.8,2019-01-22 13:36:15
AQUA_226_TEMPERATURE_2,27.1,2019-01-22 14:17:52
AQUA_226_TEMPERATURE_2,26.9,2019-01-22 14:59:29
AQUA_226_TEMPERATURE_2,26.8,2019-01-22 17:05:04
AQUA_226_TEMPERATURE_2,26.7,2019-01-22 17:47:03
AQUA_226_TEMPERATURE_2,26.5,2019-01-22 18:28:40
AQUA_226_TEMPERATURE_2,26.2,2019-01-22 19:10:39
AQUA_226_TEMPERATURE_2,26.3,2019-01-22 19:52:39
AQUA_226_TEMPERATURE_2,26.4,2019-01-22 20:34:32
AQUA_226_TEMPERATURE_2,26.5,2019-01-22 21:16:37
AQUA_226_TEMPERATURE_2,26.7,2019-01-22 21:58:54
AQUA_226_TEMPERATURE_2,26.3,2019-01-22 22:41:10
AQUA_226_TEMPERATURE_2,26.4,2019-01-23 00:06:40
AQUA_226_TEMPERATURE_2,26.2,2019-01-23 00:49:31
AQUA_226_TEMPERATURE_2,26.3,2019-01-23 01:32:21
AQUA_226_TEMPERATURE_2,26,2019-01-23 02:15:12
AQUA_226_TEMPERATURE_2,26.4,2019-01-23 02:58:14
AQUA_226_TEMPERATURE_2,26.2,2019-01-23 03:40:53
AQUA_226_TEMPERATURE_2,26.4,2019-01-23 04:23:32
AQUA_226_TEMPERATURE_2,26.2,2019-01-23 05:06:17
AQUA_226_TEMPERATURE_2,25.9,2019-01-23 06:32:32
AQUA_226_TEMPERATURE_2,26.2,2019-01-23 07:15:51
AQUA_226_TEMPERATURE_2,26.5,2019-01-23 07:59:05
AQUA_226_TEMPERATURE_2,26.8,2019-01-23 08:42:12
AQUA_226_TEMPERATURE_2,27.3,2019-01-23 09:25:08
AQUA_226_TEMPERATURE_2,28.6,2019-01-23 15:23:31
AQUA_226_TEMPERATURE_2,28.9,2019-01-23 16:05:41
AQUA_226_TEMPERATURE_2,29.2,2019-01-23 16:47:47
AQUA_226_TEMPERATURE_2,29.5,2019-01-23 17:29:57
AQUA_226_TEMPERATURE_2,29.8,2019-01-23 18:12:20
AQUA_226_TEMPERATURE_2,29.9,2019-01-23 19:37:15
AQUA_226_TEMPERATURE_2,30,2019-01-23 20:19:43
AQUA_226_TEMPERATURE_2,30.1,2019-01-23 21:02:39
AQUA_226_TEMPERATURE_2,30,2019-01-23 21:45:35
AQUA_226_TEMPERATURE_2,30.1,2019-01-23 22:28:26
AQUA_226_TEMPERATURE_2,30,2019-01-23 23:54:19
AQUA_226_TEMPERATURE_2,30.3,2019-01-24 01:20:05
AQUA_226_TEMPERATURE_2,30.4,2019-01-24 02:02:50
AQUA_226_TEMPERATURE_2,30.3,2019-01-24 02:45:35
AQUA_226_TEMPERATURE_2,30.5,2019-01-24 04:10:37
AQUA_226_TEMPERATURE_2,30.6,2019-01-24 04:52:47
AQUA_226_TEMPERATURE_2,30.4,2019-01-24 05:34:58
AQUA_226_TEMPERATURE_2,30.5,2019-01-24 06:59:31
AQUA_226_TEMPERATURE_2,30.7,2019-01-24 07:41:42
AQUA_226_TEMPERATURE_2,30.9,2019-01-24 08:23:41
AQUA_226_TEMPERATURE_2,31,2019-01-24 09:05:35
AQUA_226_TEMPERATURE_2,31.4,2019-01-24 09:47:34
AQUA_226_TEMPERATURE_2,31,2019-01-24 10:29:11
AQUA_226_TEMPERATURE_2,29.7,2019-01-24 11:10:48
AQUA_226_TEMPERATURE_2,29.1,2019-01-24 11:52:36
AQUA_226_TEMPERATURE_2,28.9,2019-01-24 12:34:35
AQUA_226_TEMPERATURE_2,28.8,2019-01-24 13:16:23
AQUA_226_TEMPERATURE_2,28.7,2019-01-24 13:58:22
AQUA_226_TEMPERATURE_2,28.9,2019-01-24 14:40:33
AQUA_226_TEMPERATURE_2,29.2,2019-01-24 15:22:44
AQUA_226_TEMPERATURE_2,29.3,2019-01-24 16:04:32
AQUA_226_TEMPERATURE_2,29.4,2019-01-24 17:27:34
AQUA_226_TEMPERATURE_2,29.2,2019-01-24 18:08:59
AQUA_226_TEMPERATURE_2,29.3,2019-01-24 18:50:30
AQUA_226_TEMPERATURE_2,29.2,2019-01-24 19:31:50
AQUA_226_TEMPERATURE_2,29.4,2019-01-24 20:13:04
AQUA_226_TEMPERATURE_2,29.5,2019-01-24 21:35:09
AQUA_226_TEMPERATURE_2,29,2019-01-24 22:16:23
AQUA_226_TEMPERATURE_2,28.7,2019-01-24 22:58:11
AQUA_226_TEMPERATURE_2,28.3,2019-01-24 23:39:59
AQUA_226_TEMPERATURE_2,28.5,2019-01-25 00:21:41
AQUA_226_TEMPERATURE_2,28.6,2019-01-25 01:45:17
AQUA_226_TEMPERATURE_2,28.5,2019-01-25 03:50:52
AQUA_226_TEMPERATURE_2,28.2,2019-01-25 04:32:52
AQUA_226_TEMPERATURE_2,27.8,2019-01-25 05:14:57
AQUA_226_TEMPERATURE_2,27.7,2019-01-25 05:57:08
AQUA_226_TEMPERATURE_2,27.6,2019-01-25 06:39:18
AQUA_226_TEMPERATURE_2,27.8,2019-01-25 08:03:51
AQUA_226_TEMPERATURE_2,27.9,2019-01-25 09:27:50
AQUA_226_TEMPERATURE_2,28.3,2019-01-25 10:18:44
AQUA_226_TEMPERATURE_2,28.4,2019-01-25 11:00:20
AQUA_226_TEMPERATURE_2,28.6,2019-01-25 11:41:57
AQUA_226_TEMPERATURE_2,28.7,2019-01-25 12:23:39
AQUA_226_TEMPERATURE_2,28.6,2019-01-25 13:05:22
AQUA_226_TEMPERATURE_2,28.9,2019-01-25 14:29:04
AQUA_226_TEMPERATURE_2,29.2,2019-01-25 15:10:52
AQUA_226_TEMPERATURE_2,29.8,2019-01-25 15:52:40
AQUA_226_TEMPERATURE_2,30,2019-01-25 16:34:28
AQUA_226_TEMPERATURE_2,30.2,2019-01-25 17:16:16
AQUA_226_TEMPERATURE_2,29.9,2019-01-25 17:57:41
AQUA_226_TEMPERATURE_2,29.7,2019-01-25 19:20:26
AQUA_226_TEMPERATURE_2,29.8,2019-01-25 20:02:02
AQUA_226_TEMPERATURE_2,29.9,2019-01-25 20:44:08
AQUA_226_TEMPERATURE_2,29.6,2019-01-25 21:26:41
AQUA_226_TEMPERATURE_2,28.8,2019-01-25 22:08:23
AQUA_226_TEMPERATURE_2,28.4,2019-01-25 23:31:48
AQUA_226_TEMPERATURE_2,28.6,2019-01-26 00:13:30
AQUA_226_TEMPERATURE_2,28.8,2019-01-26 00:55:01
AQUA_226_TEMPERATURE_2,28.9,2019-01-26 02:18:15
AQUA_226_TEMPERATURE_2,28.8,2019-01-26 02:59:46
AQUA_226_TEMPERATURE_2,29,2019-01-26 03:41:22
AQUA_226_TEMPERATURE_2,28.9,2019-01-26 04:22:59
AQUA_226_TEMPERATURE_2,29,2019-01-26 05:04:36
AQUA_226_TEMPERATURE_2,29.3,2019-01-26 05:46:12
AQUA_226_TEMPERATURE_2,29.4,2019-01-26 06:27:43
AQUA_226_TEMPERATURE_2,29.3,2019-01-26 07:09:08
AQUA_226_TEMPERATURE_2,29.1,2019-01-26 07:50:39
AQUA_226_TEMPERATURE_2,29.4,2019-01-26 09:30:05
AQUA_226_TEMPERATURE_2,29.7,2019-01-26 10:10:11
AQUA_226_TEMPERATURE_2,29.8,2019-01-26 10:50:16
AQUA_226_TEMPERATURE_2,30,2019-01-26 11:31:36
AQUA_226_TEMPERATURE_2,30.4,2019-01-26 12:13:07
AQUA_226_TEMPERATURE_2,30.7,2019-01-26 13:35:40
AQUA_226_TEMPERATURE_2,31,2019-01-26 14:16:54
AQUA_226_TEMPERATURE_2,31.1,2019-01-26 14:58:14
AQUA_226_TEMPERATURE_2,31,2019-01-26 15:43:55
AQUA_226_TEMPERATURE_2,31.2,2019-01-26 23:27:36
AQUA_226_TEMPERATURE_2,31.1,2019-01-27 00:14:25
AQUA_226_TEMPERATURE_2,30.9,2019-01-27 00:55:22
AQUA_226_TEMPERATURE_2,30.7,2019-01-27 01:31:52
AQUA_226_TEMPERATURE_2,30.5,2019-01-27 02:09:35
AQUA_226_TEMPERATURE_2,30.4,2019-01-27 02:45:59
AQUA_226_TEMPERATURE_2,30.3,2019-01-27 03:23:48
AQUA_226_TEMPERATURE_2,30.4,2019-01-27 04:01:38
AQUA_226_TEMPERATURE_2,30.3,2019-01-27 04:38:07
AQUA_226_TEMPERATURE_2,30.2,2019-01-27 05:13:23
AQUA_226_TEMPERATURE_2,30,2019-01-27 05:49:58
AQUA_226_TEMPERATURE_2,30.1,2019-01-27 06:26:39
AQUA_226_TEMPERATURE_2,29.9,2019-01-27 07:03:20
AQUA_226_TEMPERATURE_2,29.7,2019-01-27 07:41:20
AQUA_226_TEMPERATURE_2,29.5,2019-01-27 08:19:15
AQUA_226_TEMPERATURE_2,29.7,2019-01-27 08:57:16
AQUA_226_TEMPERATURE_2,29.6,2019-01-27 09:35:11
AQUA_226_TEMPERATURE_2,29.4,2019-01-27 09:50:03
AQUA_226_TEMPERATURE_2,29.3,2019-01-27 10:26:39
AQUA_226_TEMPERATURE_2,29.2,2019-01-27 11:03:14
AQUA_226_TEMPERATURE_2,29.3,2019-01-27 11:39:49
AQUA_226_TEMPERATURE_2,29,2019-01-27 12:53:05
AQUA_226_TEMPERATURE_2,29.2,2019-01-27 13:31:00
AQUA_226_TEMPERATURE_2,29.5,2019-01-27 14:07:41
AQUA_226_TEMPERATURE_2,29.6,2019-01-27 14:48:26
AQUA_226_TEMPERATURE_2,29.9,2019-01-27 16:36:12
AQUA_226_TEMPERATURE_2,30.2,2019-01-27 17:47:18
AQUA_226_TEMPERATURE_2,29.8,2019-01-27 17:57:59
AQUA_226_TEMPERATURE_2,29.6,2019-01-27 18:39:07
AQUA_226_TEMPERATURE_2,29.3,2019-01-27 19:20:20
AQUA_226_TEMPERATURE_2,29.6,2019-01-27 20:01:34
AQUA_226_TEMPERATURE_2,29.5,2019-01-27 20:42:43
AQUA_226_TEMPERATURE_2,29.7,2019-01-27 21:23:57
AQUA_226_TEMPERATURE_2,29.6,2019-01-27 22:05:10
AQUA_226_TEMPERATURE_2,29.5,2019-01-27 22:46:24
AQUA_226_TEMPERATURE_2,29.4,2019-01-27 23:27:38
AQUA_226_TEMPERATURE_2,29.1,2019-01-28 00:09:03
AQUA_226_TEMPERATURE_2,29,2019-01-28 00:50:28
AQUA_226_TEMPERATURE_2,28.8,2019-01-28 01:31:48
AQUA_226_TEMPERATURE_2,28.9,2019-01-28 02:54:38
AQUA_226_TEMPERATURE_2,29,2019-01-28 03:36:04
AQUA_226_TEMPERATURE_2,29.2,2019-01-28 04:17:40
AQUA_226_TEMPERATURE_2,29.3,2019-01-28 05:40:53
AQUA_226_TEMPERATURE_2,29.4,2019-01-28 07:04:01
AQUA_226_TEMPERATURE_2,29.6,2019-01-28 08:26:52
AQUA_226_TEMPERATURE_2,30.1,2019-01-28 09:08:11
AQUA_226_TEMPERATURE_2,30.6,2019-01-28 09:49:25
AQUA_226_TEMPERATURE_2,30.8,2019-01-28 10:30:39
AQUA_226_TEMPERATURE_2,30.4,2019-01-28 11:11:59
AQUA_226_TEMPERATURE_2,30.2,2019-01-28 12:34:55
AQUA_226_TEMPERATURE_2,30.3,2019-01-28 13:16:26
AQUA_226_TEMPERATURE_2,30,2019-01-28 13:57:45
AQUA_226_TEMPERATURE_2,29.8,2019-01-28 15:03:49
AQUA_226_TEMPERATURE_2,29.7,2019-01-28 15:45:14
AQUA_226_TEMPERATURE_2,29.8,2019-01-28 16:26:51
AQUA_226_TEMPERATURE_2,29.7,2019-01-28 17:08:11
AQUA_226_TEMPERATURE_2,29.6,2019-01-28 17:49:30
AQUA_226_TEMPERATURE_2,29.7,2019-01-28 19:12:15
AQUA_226_TEMPERATURE_2,29.9,2019-01-28 19:53:41
AQUA_226_TEMPERATURE_2,30.1,2019-01-28 21:16:54
AQUA_226_TEMPERATURE_2,30,2019-01-28 21:58:36
AQUA_226_TEMPERATURE_2,29.9,2019-01-28 22:40:24
AQUA_226_TEMPERATURE_2,29.7,2019-01-29 00:04:00
AQUA_226_TEMPERATURE_2,29.6,2019-01-29 00:45:54
AQUA_226_TEMPERATURE_2,29.7,2019-01-29 02:51:46
AQUA_226_TEMPERATURE_2,29.5,2019-01-29 03:33:46
AQUA_226_TEMPERATURE_2,29.1,2019-01-29 04:15:51
AQUA_226_TEMPERATURE_2,29.4,2019-01-29 05:39:49
AQUA_226_TEMPERATURE_2,29.3,2019-01-29 07:04:05
AQUA_226_TEMPERATURE_2,29.2,2019-01-29 07:45:53
AQUA_226_TEMPERATURE_2,29.3,2019-01-29 08:27:19
AQUA_226_TEMPERATURE_2,29.7,2019-01-29 09:17:33
AQUA_226_TEMPERATURE_2,30,2019-01-29 09:59:09
AQUA_226_TEMPERATURE_2,30.4,2019-01-29 10:56:36
AQUA_226_TEMPERATURE_2,30.6,2019-01-29 11:38:18
AQUA_226_TEMPERATURE_2,30.7,2019-01-29 12:20:01
AQUA_226_TEMPERATURE_2,30.6,2019-01-29 13:01:48
AQUA_226_TEMPERATURE_2,30.5,2019-01-29 13:43:31
AQUA_226_TEMPERATURE_2,29.4,2019-01-29 14:25:07
AQUA_226_TEMPERATURE_2,28.7,2019-01-29 15:06:55
AQUA_226_TEMPERATURE_2,28.6,2019-01-29 15:48:38
AQUA_226_TEMPERATURE_2,28.3,2019-01-29 16:30:26
AQUA_226_TEMPERATURE_2,28.1,2019-01-29 17:54:19
AQUA_226_TEMPERATURE_2,27.9,2019-01-29 18:36:18
AQUA_226_TEMPERATURE_2,28,2019-01-29 19:18:12
AQUA_226_TEMPERATURE_2,28.4,2019-01-29 23:37:28
AQUA_226_TEMPERATURE_2,28.3,2019-01-30 00:15:38
AQUA_226_TEMPERATURE_2,28.2,2019-01-30 00:57:20
AQUA_226_TEMPERATURE_2,28.4,2019-01-30 02:21:41
AQUA_226_TEMPERATURE_2,28.3,2019-01-30 03:03:52
AQUA_226_TEMPERATURE_2,28.5,2019-01-30 03:46:03
AQUA_226_TEMPERATURE_2,28.6,2019-01-30 05:10:19
AQUA_226_TEMPERATURE_2,28.7,2019-01-30 06:34:46
AQUA_226_TEMPERATURE_2,28.9,2019-01-30 07:58:56
AQUA_226_TEMPERATURE_2,29,2019-01-30 09:22:21
AQUA_226_TEMPERATURE_2,29.3,2019-01-30 10:04:03
AQUA_226_TEMPERATURE_2,29.2,2019-01-30 10:45:45
AQUA_226_TEMPERATURE_2,28.2,2019-01-30 12:09:27
AQUA_226_TEMPERATURE_2,27.6,2019-01-30 12:51:15
AQUA_226_TEMPERATURE_2,27.7,2019-01-30 13:33:09
AQUA_226_TEMPERATURE_2,27.2,2019-01-30 16:55:37
AQUA_226_TEMPERATURE_2,27.1,2019-01-30 17:37:42
AQUA_226_TEMPERATURE_2,26.9,2019-01-30 18:19:47
AQUA_226_TEMPERATURE_2,26.8,2019-01-30 19:01:52
AQUA_226_TEMPERATURE_2,26.7,2019-01-30 20:26:02
AQUA_226_TEMPERATURE_2,26.9,2019-01-30 21:08:01
AQUA_226_TEMPERATURE_2,26.7,2019-01-30 22:32:17
AQUA_226_TEMPERATURE_2,26.5,2019-01-30 23:14:22
AQUA_226_TEMPERATURE_2,26.4,2019-01-30 23:56:27
AQUA_226_TEMPERATURE_2,26.3,2019-01-31 01:20:37
AQUA_226_TEMPERATURE_2,26.2,2019-01-31 02:02:54
AQUA_226_TEMPERATURE_2,26.3,2019-01-31 03:27:27
AQUA_226_TEMPERATURE_2,26.5,2019-01-31 04:09:43
AQUA_226_TEMPERATURE_2,26.6,2019-01-31 05:34:22
AQUA_226_TEMPERATURE_2,26.7,2019-01-31 06:17:01
AQUA_226_TEMPERATURE_2,26.6,2019-01-31 07:42:37
AQUA_226_TEMPERATURE_2,26.7,2019-01-31 09:07:21
AQUA_226_TEMPERATURE_2,26.9,2019-01-31 09:49:32
AQUA_226_TEMPERATURE_2,27.4,2019-01-31 10:31:43
AQUA_226_TEMPERATURE_2,27.5,2019-01-31 11:13:54
AQUA_226_TEMPERATURE_2,27.8,2019-01-31 11:56:16
AQUA_226_TEMPERATURE_2,27.5,2019-01-31 12:38:44
AQUA_226_TEMPERATURE_2,27.4,2019-01-31 13:21:17
AQUA_226_TEMPERATURE_2,27.2,2019-01-31 14:04:02
AQUA_226_TEMPERATURE_2,27.1,2019-01-31 14:46:41
AQUA_226_TEMPERATURE_2,26.9,2019-01-31 16:12:17
AQUA_226_TEMPERATURE_2,27,2019-01-31 16:55:42
AQUA_226_TEMPERATURE_2,27.9,2019-02-01 10:01:33
AQUA_226_TEMPERATURE_2,27.8,2019-02-01 10:43:04
AQUA_226_TEMPERATURE_2,27.7,2019-02-01 11:24:35
AQUA_226_TEMPERATURE_2,27.8,2019-02-01 12:05:43
AQUA_226_TEMPERATURE_2,27.6,2019-02-01 12:46:52
AQUA_226_TEMPERATURE_2,27.4,2019-02-01 13:28:00
AQUA_226_TEMPERATURE_2,27.3,2019-02-01 14:09:14
AQUA_226_TEMPERATURE_2,27.5,2019-02-01 15:31:41
AQUA_226_TEMPERATURE_2,27.3,2019-02-01 16:13:01
AQUA_226_TEMPERATURE_2,27.4,2019-02-01 18:16:54
AQUA_226_TEMPERATURE_2,27.5,2019-02-01 18:58:13
AQUA_226_TEMPERATURE_2,27.4,2019-02-01 20:20:46
AQUA_226_TEMPERATURE_2,27.5,2019-02-01 21:02:12
AQUA_226_TEMPERATURE_2,27.4,2019-02-01 22:24:56
AQUA_226_TEMPERATURE_2,27.7,2019-02-01 23:06:16
AQUA_226_TEMPERATURE_2,27.6,2019-02-01 23:47:47
AQUA_226_TEMPERATURE_2,27.1,2019-02-02 00:29:18
AQUA_226_TEMPERATURE_2,27.4,2019-02-02 01:11:00
AQUA_226_TEMPERATURE_2,27.3,2019-02-02 01:52:43
AQUA_226_TEMPERATURE_2,27.4,2019-02-02 02:34:31
AQUA_226_TEMPERATURE_2,27.2,2019-02-02 03:58:01
AQUA_226_TEMPERATURE_2,27.1,2019-02-02 04:40:01
AQUA_226_TEMPERATURE_2,26.8,2019-02-02 06:03:59
AQUA_226_TEMPERATURE_2,26.9,2019-02-02 06:45:59
AQUA_226_TEMPERATURE_2,26.8,2019-02-02 07:27:47
AQUA_226_TEMPERATURE_2,26.7,2019-02-02 08:09:29
AQUA_226_TEMPERATURE_2,27,2019-02-02 08:50:54
